Date,OS,Visits
16-May-16,Windows 10,3994
16-May-16,Windows 8.1,1931
16-May-16,Windows XP,338
16-May-16,Windows 8,252
16-May-16,Windows Vista,65
16-May-16,Windows Server 2003 and XP x64 Edition,8
16-May-16,Media Center 2005,1
16-May-16,Windows 3.x,1
17-May-16,Windows 7,12779
17-May-16,Windows 10,4336
17-May-16,Windows 8.1,2006
17-May-16,Windows XP,346
17-May-16,Windows 8,255
17-May-16,Windows Vista,69
17-May-16,Windows Server 2003 and XP x64 Edition,19
17-May-16,Windows 3.x,2
18-May-16,Windows 7,13219
18-May-16,Windows 10,4204
18-May-16,Windows 8.1,2057
18-May-16,Windows XP,395
18-May-16,Windows 8,231
18-May-16,Windows Vista,74
18-May-16,Windows Server 2003 and XP x64 Edition,32
18-May-16,Windows 2000/NT 5,1
18-May-16,Windows NT,1
