Date,Browser,Visits
12-May-16,Microsoft Internet Explorer 11,21431
12-May-16,Microsoft Internet Explorer 9,1105
12-May-16,Microsoft Internet Explorer 10,907
12-May-16,Microsoft Internet Explorer 8,569
12-May-16,Internet Explorer Mobile 11.0,163
12-May-16,Microsoft Internet Explorer 7.0,17
12-May-16,Internet Explorer 11.0,11
12-May-16,Microsoft Internet Explorer (unknown version),7
12-May-16,Internet Explorer Mobile 10.0,4
12-May-16,Microsoft Internet Explorer 6.0,3
12-May-16,Microsoft MSN Explorer,2
12-May-16,Microsoft Internet Explorer 5.0,1
13-May-16,Microsoft Internet Explorer 11,16088
13-May-16,Microsoft Internet Explorer 9,1076
13-May-16,Microsoft Internet Explorer 10,705
13-May-16,Microsoft Internet Explorer 8,452
13-May-16,Internet Explorer Mobile 11.0,124
13-May-16,Microsoft Internet Explorer 7.0,16
13-May-16,Microsoft Internet Explorer (unknown version),10
13-May-16,Internet Explorer Mobile 10.0,8
13-May-16,Microsoft Internet Explorer 6.0,7
13-May-16,Microsoft MSN Explorer,7
13-May-16,Internet Explorer 11.0,6
13-May-16,Microsoft Internet Explorer 5.5,1
14-May-16,Microsoft Internet Explorer 11,2974
14-May-16,Microsoft Internet Explorer 9,655
14-May-16,Microsoft Internet Explorer 10,206
14-May-16,Microsoft Internet Explorer 8,197
14-May-16,Internet Explorer Mobile 11.0,125
14-May-16,Microsoft Internet Explorer (unknown version),11
14-May-16,Internet Explorer 11.0,9
14-May-16,Microsoft Internet Explorer 7.0,5
14-May-16,Microsoft Internet Explorer 6.0,3
14-May-16,Microsoft MSN Explorer,3
14-May-16,Internet Explorer Mobile 10.0,2
14-May-16,Microsoft MSN Explorer 9.0,1
15-May-16,Microsoft Internet Explorer 11,5336
15-May-16,Microsoft Internet Explorer 9,916
15-May-16,Microsoft Internet Explorer 8,237
15-May-16,Microsoft Internet Explorer 10,230
15-May-16,Internet Explorer Mobile 11.0,130
15-May-16,Microsoft Internet Explorer 7.0,13
15-May-16,Internet Explorer 11.0,11
15-May-16,Microsoft Internet Explorer (unknown version),4
15-May-16,Microsoft Internet Explorer 6.0,3
15-May-16,Internet Explorer Mobile 10.0,2
15-May-16,Microsoft MSN Explorer,2
15-May-16,Internet Explorer 9.0,1
15-May-16,Internet Explorer Mobile 9.0,1
16-May-16,Microsoft Internet Explorer 11,17978
16-May-16,Microsoft Internet Explorer 9,860
16-May-16,Microsoft Internet Explorer 10,702
16-May-16,Microsoft Internet Explorer 8,495
16-May-16,Internet Explorer Mobile 11.0,143
16-May-16,Microsoft Internet Explorer 7.0,23
16-May-16,Internet Explorer 11.0,11
16-May-16,Microsoft Internet Explorer (unknown version),9
16-May-16,Microsoft Internet Explorer 6.0,4
16-May-16,Microsoft MSN Explorer,4
16-May-16,Internet Explorer Mobile 10.0,2
16-May-16,Internet Explorer 9.0,1
16-May-16,Internet Explorer 10.0,1
17-May-16,Microsoft Internet Explorer 11,21030
17-May-16,Microsoft Internet Explorer 9,857
17-May-16,Microsoft Internet Explorer 10,796
17-May-16,Microsoft Internet Explorer 8,538
17-May-16,Internet Explorer Mobile 11.0,169
17-May-16,Microsoft Internet Explorer 7.0,19
17-May-16,Internet Explorer 11.0,15
17-May-16,Internet Explorer Mobile 10.0,5
17-May-16,Microsoft Internet Explorer (unknown version),5
17-May-16,Microsoft Internet Explorer 6.0,5
17-May-16,Internet Explorer Mobile 9.0,1
17-May-16,Microsoft Internet Explorer 5.5,1
18-May-16,Microsoft Internet Explorer 11,20836
18-May-16,Microsoft Internet Explorer 10,878
18-May-16,Microsoft Internet Explorer 9,729
18-May-16,Microsoft Internet Explorer 8,584
18-May-16,Internet Explorer Mobile 11.0,194
18-May-16,Microsoft Internet Explorer 7.0,32
18-May-16,Microsoft Internet Explorer 6.0,14
18-May-16,Internet Explorer 11.0,13
18-May-16,Microsoft Internet Explorer (unknown version),5
18-May-16,Microsoft MSN Explorer,5
18-May-16,Internet Explorer Mobile 10.0,4
18-May-16,Internet Explorer Mobile 7.0,1
18-May-16,Internet Explorer Mobile 9.0,1
