Date,Operating Systems,Visits
3-May-16,Windows 3.x,2
3-May-16,Windows 98,2
4-May-16,Windows 7,101250
4-May-16,Windows 10,28512
4-May-16,Windows 8.1,15382
4-May-16,Windows XP,2365
4-May-16,Windows 8,1761
4-May-16,Windows Vista,428
4-May-16,Windows Server 2003 and XP x64 Edition,132
4-May-16,Windows NT,10
4-May-16,Windows 2000/NT 5,3
4-May-16,Windows 3.x,3
5-May-16,Windows 7,88728
5-May-16,Windows 10,26296
5-May-16,Windows 8.1,13674
5-May-16,Windows XP,2085
5-May-16,Windows 8,1559
5-May-16,Windows Vista,479
5-May-16,Windows Server 2003 and XP x64 Edition,161
5-May-16,Windows NT,15
5-May-16,Windows 2000/NT 5,4
5-May-16,Windows 3.x,3
6-May-16,Windows 7,79707
6-May-16,Windows 10,23789
6-May-16,Windows 8.1,12485
6-May-16,Windows XP,1837
6-May-16,Windows 8,1489
6-May-16,Windows Vista,542
6-May-16,Windows Server 2003 and XP x64 Edition,109
6-May-16,Windows NT,24
6-May-16,Windows 9x/NT,6
6-May-16,Windows 2000/NT 5,4
7-May-16,Windows 7,20300
7-May-16,Windows 10,13754
7-May-16,Windows 8.1,4730
7-May-16,Windows XP,1047
7-May-16,Windows 8,855
7-May-16,Windows Vista,296
7-May-16,Windows Server 2003 and XP x64 Edition,46
7-May-16,Windows NT,33
7-May-16,Windows 9x/NT,11
7-May-16,Windows 3.x,3
8-May-16,Windows 7,27595
8-May-16,Windows 10,15432
8-May-16,Windows 8.1,5752
8-May-16,Windows XP,1170
8-May-16,Windows 8,921
8-May-16,Windows Vista,281
8-May-16,Windows Server 2003 and XP x64 Edition,69
8-May-16,Windows 9x/NT,17
8-May-16,Windows NT,5
8-May-16,Windows 2000/NT 5,3
9-May-16,Windows 7,111299
9-May-16,Windows 10,29370
9-May-16,Windows 8.1,16327
9-May-16,Windows XP,2082
9-May-16,Windows 8,1800
9-May-16,Windows Vista,522
9-May-16,Windows Server 2003 and XP x64 Edition,138
9-May-16,Windows 9x/NT,23
9-May-16,Windows 3.x,10
9-May-16,Windows NT,9
10-May-16,Windows 7,118558
10-May-16,Windows 10,31070
10-May-16,Windows 8.1,16875
10-May-16,Windows XP,2236
10-May-16,Windows 8,1911
10-May-16,Windows Vista,604
10-May-16,Windows Server 2003 and XP x64 Edition,178
10-May-16,Windows 9x/NT,17
10-May-16,Windows NT,17
10-May-16,Windows 2000/NT 5,7
11-May-16,Windows 7,116507
11-May-16,Windows 10,30939
11-May-16,Windows 8.1,16578
11-May-16,Windows XP,2301
11-May-16,Windows 8,1945
11-May-16,Windows Vista,519
11-May-16,Windows Server 2003 and XP x64 Edition,161
11-May-16,Windows NT,29
11-May-16,Windows 9x/NT,10
11-May-16,Windows 2000/NT 5,5
12-May-16,Windows 7,112646
12-May-16,Windows 10,29965
12-May-16,Windows 8.1,16292
12-May-16,Windows XP,2227
12-May-16,Windows 8,1789
12-May-16,Windows Vista,544
12-May-16,Windows Server 2003 and XP x64 Edition,155
12-May-16,Windows NT,30
12-May-16,Windows 3.x,7
12-May-16,Windows 2000/NT 5,3
13-May-16,Windows 7,89249
13-May-16,Windows 10,25563
13-May-16,Windows 8.1,13353
13-May-16,Windows XP,1986
13-May-16,Windows 8,1526
13-May-16,Windows Vista,436
13-May-16,Windows Server 2003 and XP x64 Edition,134
13-May-16,Windows NT,21
13-May-16,Windows 3.x,7
13-May-16,Windows 9x/NT,6
14-May-16,Windows 7,20931
14-May-16,Windows 10,14802
14-May-16,Windows 8.1,4990
14-May-16,Windows XP,1217
14-May-16,Windows 8,783
14-May-16,Windows Vista,312
14-May-16,Windows Server 2003 and XP x64 Edition,51
14-May-16,Windows NT,32
14-May-16,Windows 9x/NT,9
14-May-16,Windows 3.x,5
15-May-16,Windows 7,29208
15-May-16,Windows 10,16428
15-May-16,Windows 8.1,6045
15-May-16,Windows XP,1189
15-May-16,Windows 8,846
15-May-16,Windows Vista,401
15-May-16,Windows Server 2003 and XP x64 Edition,48
15-May-16,Windows NT,36
15-May-16,Windows 9x/NT,4
15-May-16,Windows 2000/NT 5,3
16-May-16,Windows 7,95311
16-May-16,Windows 10,27946
16-May-16,Windows 8.1,14292
16-May-16,Windows XP,2219
16-May-16,Windows 8,1695
16-May-16,Windows Vista,474
16-May-16,Windows Server 2003 and XP x64 Edition,117
16-May-16,Windows NT,23
16-May-16,Windows 2000/NT 5,3
16-May-16,Windows 3.x,2
17-May-16,Windows 7,110701
17-May-16,Windows 10,30213
17-May-16,Windows 8.1,16780
17-May-16,Windows XP,2246
17-May-16,Windows 8,1815
17-May-16,Windows Vista,578
17-May-16,Windows Server 2003 and XP x64 Edition,148
17-May-16,Windows NT,13
17-May-16,Windows 3.x,3
17-May-16,Windows 2000/NT 5,2
18-May-16,Windows 7,110974
18-May-16,Windows 10,29920
18-May-16,Windows 8.1,15994
18-May-16,Windows XP,2256
18-May-16,Windows 8,1778
18-May-16,Windows Vista,523
18-May-16,Windows Server 2003 and XP x64 Edition,161
18-May-16,Windows 2000/NT 5,9
18-May-16,Windows 3.x,5
18-May-16,Windows NT,4
