Date,Operating Systems,Visits
10-May-16,Windows Server 2003 and XP x64 Edition,99
10-May-16,Windows NT,4
10-May-16,Windows 2000/NT 5,2
10-May-16,Windows 3.x,1
11-May-16,Windows 7,69149
11-May-16,Windows 10,14493
11-May-16,Windows 8.1,8631
11-May-16,Windows XP,870
11-May-16,Windows 8,819
11-May-16,Windows Vista,208
11-May-16,Windows Server 2003 and XP x64 Edition,98
11-May-16,Windows NT,4
11-May-16,Windows 3.x,2
11-May-16,Windows 2000/NT 5,1
12-May-16,Windows 7,66687
12-May-16,Windows 10,13523
12-May-16,Windows 8.1,8460
12-May-16,Windows 8,774
12-May-16,Windows XP,769
12-May-16,Windows Vista,233
12-May-16,Windows Server 2003 and XP x64 Edition,90
12-May-16,Windows NT,2
12-May-16,Windows 3.x,1
13-May-16,Windows 7,51289
13-May-16,Windows 10,11177
13-May-16,Windows 8.1,6692
13-May-16,Windows XP,659
13-May-16,Windows 8,625
13-May-16,Windows Vista,162
13-May-16,Windows Server 2003 and XP x64 Edition,79
13-May-16,Windows 3.x,3
13-May-16,Windows NT,3
13-May-16,Windows 98,1
14-May-16,Windows 7,9284
14-May-16,Windows 10,5350
14-May-16,Windows 8.1,1919
14-May-16,Windows 8,232
14-May-16,Windows XP,232
14-May-16,Windows Vista,63
14-May-16,Windows Server 2003 and XP x64 Edition,27
14-May-16,Windows 3.x,2
14-May-16,Windows NT,2
15-May-16,Windows 7,14969
15-May-16,Windows 10,6084
15-May-16,Windows 8.1,2567
15-May-16,Windows 8,269
15-May-16,Windows XP,237
15-May-16,Windows Vista,98
15-May-16,Windows Server 2003 and XP x64 Edition,31
15-May-16,Windows 3.x,3
16-May-16,Windows 7,55536
16-May-16,Windows 10,12400
16-May-16,Windows 8.1,7379
16-May-16,Windows 8,660
16-May-16,Windows XP,569
16-May-16,Windows Vista,201
16-May-16,Windows Server 2003 and XP x64 Edition,64
16-May-16,Windows 3.x,1
17-May-16,Windows 7,64011
17-May-16,Windows 10,13455
17-May-16,Windows 8.1,8347
17-May-16,Windows 8,775
17-May-16,Windows XP,713
17-May-16,Windows Vista,212
17-May-16,Windows Server 2003 and XP x64 Edition,89
17-May-16,Windows 2000/NT 5,1
17-May-16,Windows 3.x,1
18-May-16,Windows 7,64055
18-May-16,Windows 10,13628
18-May-16,Windows 8.1,8139
18-May-16,Windows 8,767
18-May-16,Windows XP,654
18-May-16,Windows Vista,197
18-May-16,Windows Server 2003 and XP x64 Edition,90
18-May-16,Windows 2000/NT 5,8
18-May-16,Windows 3.x,2
18-May-16,Windows NT,1
